ID,Name,Type,Continent,Superregion,Region,Area
440,Qaraqalpak,Land,Asia,Tartary,Central Asia,Khiva
441,Khiva,Land,Asia,Tartary,Central Asia,Khiva
442,Bukhara,Land,Asia,Tartary,Central Asia,Transoxiana
443,Ustyurt,Land,Asia,Tartary,Central Asia,Transcaspia
444,Charjuy,Land,Asia,Persia,Khorasan,Merv
445,Merv,Land,Asia,Persia,Khorasan,Merv
446,Herat,Land,Asia,Persia,Khorasan,Herat
447,Kandahar,Land,Asia,Persia,Khorasan,Ghor
448,Gazni,Land,Asia,Persia,Khorasan,Kabulistan
449,Ghor,Land,Asia,Persia,Khorasan,Ghor
450,Balkh,Land,Asia,Persia,Khorasan,Balkh
451,Kabul,Land,Asia,Persia,Khorasan,Kabulistan
452,Badakhshan,Land,Asia,Persia,Khorasan,Kabulistan
453,Qarshi,Land,Asia,Tartary,Central Asia,Transoxiana
454,Samarkand,Land,Asia,Tartary,Central Asia,Transoxiana
455,Kyzylkum,Land,Asia,Tartary,Central Asia,Kyzylkum
456,Turkestan,Land,Asia,Tartary,Central Asia,Syr Darya
457,Tashkent,Land,Asia,Tartary,Central Asia,Arys
458,Kokand,Land,Asia,Tartary,Central Asia,Ferghana
459,Taraz,Land,Asia,Tartary,Central Asia,Jetysuu
460,Uzkend,Land,Asia,Tartary,Central Asia,Ferghana
461,Almaty,Land,Asia,Tartary,Central Asia,Jetysuu
462,Odishi,Land,Europe,Persia,Caucasia,Imereti
463,Circassia,Land,Europe,Persia,Caucasia,Circassia
464,Astrakhan,Land,Europe,Eastern Europe,Pontic Steppe,Astrakhan
465,Nogay,Land,Asia,Tartary,Central Asia,Nogai
466,Sarai,Land,Europe,Eastern Europe,Pontic Steppe,Astrakhan
467,Borisoglebsk,Land,Europe,Eastern Europe,Pontic Steppe,Lower Don
468,Manych,Land,Europe,Eastern Europe,Pontic Steppe,Astrakhan
469,Ryn,Land,Asia,Tartary,Central Asia,Lower Yik
470,Bayuly,Land,Asia,Tartary,Central Asia,Nogai
471,Alimuly,Land,Asia,Tartary,Central Asia,Nogai
472,Zhetyru,Land,Asia,Tartary,Central Asia,Nogai
473,Samara,Land,Europe,Eastern Europe,Ural,Samara
474,Yaik,Land,Asia,Tartary,Central Asia,Lower Yik
475,Bashkortostan,Land,Europe,Eastern Europe,Ural,Bashkiria
476,Kypshak,Land,Asia,Tartary,Central Asia,Kazakhstan
477,Nadym,Land,Asia,Tartary,Central Asia,Balchash
478,Argyn,Land,Asia,Tartary,Central Asia,Balchash
479,Kerey,Land,Asia,Tartary,West Siberia,Aqmola
480,Pegaya Orda,Land,Asia,Tartary,West Siberia,Ob
481,Bermuda,Land,North America,Central America,Caribbeans,Greater Antilles
482,Bahamas,Land,North America,Central America,Caribbeans,Lucayan Archipelago
483,Turks Islands,Land,North America,Central America,Caribbeans,Lucayan Archipelago
484,Havana,Land,North America,Central America,Caribbeans,West Cuba
485,Moron,Land,North America,Central America,Caribbeans,West Cuba
486,Guantanamo,Land,North America,Central America,Caribbeans,East Cuba
487,Jamaica,Land,North America,Central America,Caribbeans,Greater Antilles
488,Zui,Land,North America,Central America,Caribbeans,Haiti
489,Tortuga,Land,North America,Central America,Caribbeans,Haiti
490,Bani,Land,North America,Central America,Caribbeans,Dominica
491,Aruba,Land,North America,Central America,Caribbeans,Greater Antilles
492,Borikén,Land,North America,Central America,Caribbeans,Greater Antilles
493,St. Thomas,Land,North America,Central America,Caribbeans,Leeward Islands
494,St. Kitts,Land,North America,Central America,Caribbeans,Leeward Islands
495,Antigua,Land,North America,Central America,Caribbeans,Leeward Islands
496,Guadelupe,Land,North America,Central America,Caribbeans,Leeward Islands
497,Dominica,Land,North America,Central America,Caribbeans,Windward Islands
498,Martinique,Land,North America,Central America,Caribbeans,Windward Islands
499,St. Lucia,Land,North America,Central America,Caribbeans,Windward Islands
500,St. Vincent,Land,North America,Central America,Caribbeans,Windward Islands
501,Barbados,Land,North America,Central America,Caribbeans,Windward Islands
502,Trinidad,Land,South America,Amazonia,Colombia,Guyana
503,Kutch,Land,Asia,India,Western India,Patan
504,Thatta,Land,Asia,India,Western India,Southern Sindh
505,Sehwan,Land,Asia,India,Western India,Northern Sindh
506,Multan,Land,Asia,India,Hindustan,Multan
507,Lahore,Land,Asia,India,Hindustan,Lahore
508,Kashmir,Land,Asia,India,Hindustan,Kashmir
509,Kangra,Land,Asia,India,Hindustan,Himalayan Hills
510,Sirhind,Land,Asia,India,Hindustan,Sirhind
511,Garhwal,Land,Asia,India,Hindustan,Himalayan Hills
512,Jangladesh,Land,Asia,India,Western India,Jangladesh
513,Jaisalmer,Land,Asia,India,Western India,Marwar
514,Marwar,Land,Asia,India,Western India,Marwar
515,Girnar,Land,Asia,India,Western India,Saurashtra
516,Baroda,Land,Asia,India,Western India,Ahmedabad
517,Surat,Land,Asia,India,Western India,Tapti
518,Chittor,Land,Asia,India,Western India,Mewar
519,Dhundar,Land,Asia,India,Western India,Jaipur
520,Mewat,Land,Asia,India,Western India,Jaipur
521,Rajkot,Land,Asia,India,Western India,Saurashtra
522,Delhi,Land,Asia,India,Hindustan,Upper Doab
523,Lucknow,Land,Asia,India,Hindustan,Oudh
524,Central Doab,Land,Asia,India,Hindustan,Lower Doab
525,Gird,Land,Asia,India,Hindustan,Gird
526,Mandu,Land,Asia,India,Western India,Malwa
527,Burhanpur,Land,Asia,India,Western India,Khandesh
528,Hadoti,Land,Asia,India,Hindustan,Gird
529,Thana,Land,Asia,India,Deccan,Konkan
530,Dabhol,Land,Asia,India,Deccan,Konkan
531,North Kanara,Land,Asia,India,Deccan,Kanara
532,Raichur,Land,Asia,India,Deccan,Raichur Doab
533,Mysore,Land,Asia,India,Deccan,Mysore
534,Calicut,Land,Asia,India,Deccan,Malabar
535,Kochin,Land,Asia,India,Deccan,Malabar
536,Madurai,Land,Asia,India,Coromandel,Madura
537,Venad,Land,Asia,India,Deccan,Malabar
538,Kongu,Land,Asia,India,Coromandel,Kongu
539,Tondainadu,Land,Asia,India,Coromandel,South Carnatic
540,Cuddalore,Land,Asia,India,Coromandel,South Carnatic
541,Vijayanagar,Land,Asia,India,Deccan,Rayalaseema
542,Golconda,Land,Asia,India,Deccan,South Telingana
543,Velanadu,Land,Asia,India,Coromandel,Andhra
544,Ahmadnagar,Land,Asia,India,Deccan,Ahmednagar
545,Daulatabad,Land,Asia,India,Deccan,Ahmednagar
546,East Berar,Land,Asia,India,Deccan,Berar
547,Bastar,Land,Asia,India,Bengal,Garjat
548,Illichpur,Land,Asia,India,Deccan,Berar
549,Kalingandhra,Land,Asia,India,Coromandel,Andhra
550,Mahakoshal,Land,Asia,India,Deccan,Gondwana
551,Mandla,Land,Asia,India,Deccan,Gondwana
552,Cuttack,Land,Asia,India,Bengal,Orissa
553,Sambalpur,Land,Asia,India,Bengal,Upper Mahanadi
554,Baisi Rajya,Land,Asia,India,Hindustan,Baisi Rajya
555,Jaunpur,Land,Asia,India,Hindustan,Purvanchal
556,Lower Doab,Land,Asia,India,Hindustan,Lower Doab
557,Katmandu,Land,Asia,India,Hindustan,Nepal
558,Pataliputra,Land,Asia,India,Hindustan,Bihar
559,Jhansi,Land,Asia,India,Hindustan,Bundelkhand
560,Jharkhand,Land,Asia,India,Bengal,Jharkhand
561,Bengal Delta,Land,Asia,India,Bengal,West Bengal
562,Koch,Land,Asia,India,Bengal,North Bengal
563,Gauda,Land,Asia,India,Bengal,Gaur
564,Dhaka,Land,Asia,India,Bengal,East Bengal
565,Thimpu,Land,Asia,Tartary,Tibet,Bhutan
566,Assam,Land,Asia,India,Bengal,Assam
567,Silhet,Land,Asia,India,Bengal,Tripura
568,Chittagong,Land,Asia,East Indies,Burma,Rakhine
569,Bijapur,Land,Asia,India,Deccan,Maidan
570,Naga,Land,Asia,India,Bengal,Naga Hills
571,Darrang,Land,Asia,India,Bengal,Assam
572,Kotte,Land,Asia,India,Coromandel,South Lanka
573,Cachar,Land,Asia,India,Bengal,Naga Hills
574,The Andamans,Land,Asia,East Indies,Malaya,Indian Ocean Islands
575,Gwadar,Land,Asia,Persia,Khorasan,Makran
576,Kalat,Land,Asia,Persia,Khorasan,Kalat
577,Quetta,Land,Asia,Persia,Khorasan,Kalat
578,Roh,Land,Asia,Persia,Khorasan,Kabulistan
579,Mrauk U,Land,Asia,East Indies,Burma,Rakhine
580,Kale,Land,Asia,East Indies,Burma,Chindwin
581,Sagaing,Land,Asia,East Indies,Burma,Upper Burma
582,Mong Yang,Land,Asia,East Indies,Burma,Kachin
583,Hsenwi,Land,Asia,East Indies,Burma,Shan Hills
584,Ava,Land,Asia,East Indies,Burma,Upper Burma
585,Taungoo,Land,Asia,East Indies,Burma,Central Burma
586,Pegu,Land,Asia,East Indies,Burma,Lower Burma
587,Kengtung,Land,Asia,East Indies,Burma,Karenni
588,Mong Nai,Land,Asia,East Indies,Burma,Shan Hills
589,Chiang Mai,Land,Asia,East Indies,Indochina,Chiang Mai
590,Martaban,Land,Asia,East Indies,Burma,Lower Burma
591,Tavoy,Land,Asia,East Indies,Malaya,North Tenasserim
592,Ratchaburi,Land,Asia,East Indies,Malaya,North Tenasserim
593,Nakhon Si Thammarat,Land,Asia,East Indies,Malaya,Central Tenasserim
594,Pattani,Land,Asia,East Indies,Malaya,North Malaya
595,Perak,Land,Asia,East Indies,Malaya,Malacca
596,Malacca,Land,Asia,East Indies,Malaya,Malacca
597,Johor,Land,Asia,East Indies,Malaya,Johor
598,Pahang,Land,Asia,East Indies,Malaya,Malaya
599,Kelantan,Land,Asia,East Indies,Malaya,Malaya
600,Ayutthaya,Land,Asia,East Indies,Indochina,Central Thailand
601,Sukhothai,Land,Asia,East Indies,Indochina,Sukhothai
602,Chiang Rai,Land,Asia,East Indies,Indochina,Chiang Mai
603,Nakhon Thung Yai,Land,Asia,East Indies,Indochina,Central Thailand
604,Oudong,Land,Asia,East Indies,Indochina,Cambodia
605,Prey Nokor,Land,Asia,East Indies,Indochina,Mekong
606,Panduranga,Land,Asia,East Indies,Indochina,Champa
607,Vijaya,Land,Asia,East Indies,Indochina,Champa
608,Attapeu,Land,Asia,East Indies,Indochina,Champasak
609,Angkor,Land,Asia,East Indies,Indochina,Angkor
610,Thanh Hoa,Land,Asia,East Indies,Indochina,Annam
611,Sikhottabong,Land,Asia,East Indies,Indochina,Vientiane
612,Khorat,Land,Asia,East Indies,Indochina,Khorat
613,Dong Kinh,Land,Asia,East Indies,Indochina,Sông Hông
614,Vientiane,Land,Asia,East Indies,Indochina,Vientiane
615,Luang Prabang,Land,Asia,East Indies,Indochina,Luang Prabang
616,Cao Bang,Land,Asia,East Indies,Indochina,Sông Hông
617,Kutaraja,Land,Asia,East Indies,Malaya,Aceh
618,Riau,Land,Asia,East Indies,Malaya,Riau
619,Batak,Land,Asia,East Indies,Malaya,Batak
620,Siak,Land,Asia,East Indies,Malaya,Riau
621,Bengkulu,Land,Asia,East Indies,Malaya,Lampung
622,Palembang,Land,Asia,East Indies,Malaya,Lampung
623,Tulangbewang,Land,Asia,East Indies,Malaya,Lampung
624,Banten,Land,Asia,East Indies,Indonesia,Banten
625,Kawali,Land,Asia,East Indies,Indonesia,West Java
626,Karta,Land,Asia,East Indies,Indonesia,Central Java
627,Blambangan,Land,Asia,East Indies,Indonesia,East Java
628,Surabaya,Land,Asia,East Indies,Indonesia,Surabaya
629,Demak,Land,Asia,East Indies,Indonesia,Surabaya
630,Kalapa,Land,Asia,East Indies,Indonesia,Banten
631,Bali,Land,Asia,East Indies,Indonesia,Lesser Sunda Islands
632,Sumbawa,Land,Asia,East Indies,Indonesia,Lesser Sunda Islands
633,Flores,Land,Asia,East Indies,Moluccas,Timor
634,Sumba,Land,Asia,East Indies,Indonesia,Lesser Sunda Islands
635,West Timor,Land,Asia,East Indies,Moluccas,Timor
636,Brunei,Land,Asia,East Indies,Indonesia,Brunei
637,Api-Api,Land,Asia,East Indies,Indonesia,Sabah
638,Kutai,Land,Asia,East Indies,Indonesia,Kutai
639,Banjar,Land,Asia,East Indies,Indonesia,Banjar
640,Sambas,Land,Asia,East Indies,Indonesia,Kalimantan
641,Makassar,Land,Asia,East Indies,Moluccas,Makassar
642,Kolaka,Land,Asia,East Indies,Moluccas,South Sulawesi
643,Poso,Land,Asia,East Indies,Moluccas,North Sulawesi
644,Manado,Land,Asia,East Indies,Moluccas,North Sulawesi
645,Buru,Land,Asia,East Indies,Moluccas,Moluccas
646,Ambon,Land,Asia,East Indies,Moluccas,Moluccas
647,Ceram,Land,Asia,East Indies,Moluccas,Moluccas
648,Halmahera,Land,Asia,East Indies,Moluccas,Spice Islands
649,Ternate,Land,Asia,East Indies,Moluccas,Spice Islands
650,Tidore,Land,Asia,East Indies,Moluccas,Spice Islands
651,Sulu,Land,Asia,East Indies,Moluccas,Palawan
652,Maguindanao,Land,Asia,East Indies,Moluccas,West Mindanao
653,Lanao,Land,Asia,East Indies,Moluccas,West Mindanao
654,Samar,Land,Asia,East Indies,Moluccas,Visayas
655,Palawan,Land,Asia,East Indies,Moluccas,Palawan
656,Manila,Land,Asia,East Indies,Moluccas,Southern Luzon
657,Ilocos,Land,Asia,East Indies,Moluccas,Northern Luzon
658,Cagayan,Land,Asia,East Indies,Moluccas,Northern Luzon
659,Lingga,Land,Asia,East Indies,Malaya,Jambi
660,Sibsongbanna,Land,Asia,China,Xinan,Yun-Gui Frontier
661,Dali,Land,Asia,China,Xinan,Yun-Gui Frontier
662,Yunnan,Land,Asia,China,Xinan,Yun-Gui Hinterland
663,Guangnan,Land,Asia,China,Xinan,Yun-Gui Hinterland
664,Lingyun,Land,Asia,China,South China,Guangxi
665,Shiuhing,Land,Asia,China,South China,West Guangdong
666,Kingchow,Land,Asia,China,South China,West Guangdong
667,Canton,Land,Asia,China,South China,East Guangdong
668,Macau,Land,Asia,China,South China,East Guangdong
669,Fuzhou,Land,Asia,China,South China,Fujian
670,Ganzhou,Land,Asia,China,South China,Jiangxi
671,Changsha,Land,Asia,China,South China,Hunan
672,Wuling,Land,Asia,China,South China,Hunan
673,Zhenyuan,Land,Asia,China,Xinan,Yun-Gui Hinterland
674,Guiyang,Land,Asia,China,Xinan,Yun-Gui Hinterland
675,Umung,Land,Asia,China,Xinan,Chuannan
676,Shigatse,Land,Asia,Tartary,Tibet,Tsang
677,Lhasa,Land,Asia,Tartary,Tibet,U
678,Tachienlu,Land,Asia,Tartary,Tibet,Kham
679,Chengdu,Land,Asia,China,Xinan,Sichuan
680,Chongqing,Land,Asia,China,Xinan,Sichuan
681,Yichang,Land,Asia,China,South China,Hubei
682,Wuchang,Land,Asia,China,South China,Hubei
683,Nanchang,Land,Asia,China,South China,Jiangxi
684,Hangzhou,Land,Asia,China,South China,Zhejiang
685,Yangzhou,Land,Asia,China,South China,South Jiangsu
686,Anqing,Land,Asia,China,South China,South Anhui
687,Nanyang,Land,Asia,China,North China,South Henan
688,Kaifeng,Land,Asia,China,North China,North Henan
689,Hanzhong,Land,Asia,China,North China,Shaanxi
690,Qingzhou,Land,Asia,China,North China,Shandong
691,Jinan,Land,Asia,China,North China,Shandong
692,Huaiqing,Land,Asia,China,North China,North Henan
693,Taiyuan,Land,Asia,China,North China,Shanxi
694,Pingyang,Land,Asia,China,North China,Shanxi
695,Hejian,Land,Asia,China,North China,South Hebei
696,Baoding,Land,Asia,China,North China,South Hebei
697,Datong,Land,Asia,China,North China,Shanxi
698,Ningxia,Land,Asia,China,North China,East Gansu
699,Lanzhou,Land,Asia,China,North China,East Gansu
700,Xi'an,Land,Asia,China,North China,Shaanxi
701,Ordos,Land,Asia,Tartary,Mongolia,Ordos
702,Hohhot,Land,Asia,Tartary,Mongolia,Inner Mongolia
703,Chengde,Land,Asia,China,North China,North Hebei
704,Ningyuan,Land,Asia,Far East,Manchuria,Liaoning
705,Gyegu,Land,Asia,Tartary,Tibet,Amdo
706,Tsaidam,Land,Asia,Tartary,Tibet,Amdo
707,Yumen,Land,Asia,China,North China,West Gansu
708,Zhangye,Land,Asia,China,North China,West Gansu
709,Alxa,Land,Asia,Tartary,Mongolia,Ordos
710,Hotan,Land,Asia,Tartary,Central Asia,Shanshan
711,Qarqan,Land,Asia,Tartary,Central Asia,Shanshan
712,Aksu,Land,Asia,Tartary,Central Asia,Central Altishahr
713,Bechbaliq,Land,Asia,Tartary,Mongolia,South Dzungaria
714,Hoboksar,Land,Asia,Tartary,Mongolia,North Dzungaria
715,Urumqi,Land,Asia,Tartary,Mongolia,South Dzungaria
716,Tannu Uriankhai,Land,Asia,Tartary,Mongolia,Tannu Uriankhai
717,Kherlen,Land,Asia,Tartary,Mongolia,Outer Mongolia
718,Kobdo,Land,Asia,Tartary,Mongolia,Kobdo
719,Uliastai,Land,Asia,Tartary,Mongolia,Uliastai
720,Dornogovi,Land,Asia,Tartary,Mongolia,Gobi
721,Setsen,Land,Asia,Tartary,Mongolia,Outer Mongolia
722,Jirem,Land,Asia,Tartary,Mongolia,Chahar
723,Xilin Gol,Land,Asia,Tartary,Mongolia,Xilin Gol
724,Hulunbuir,Land,Asia,Far East,Manchuria,West Heilongjiangord
725,Cicigar,Land,Asia,Tartary,Mongolia,Cicigar
726,Shenyang,Land,Asia,Far East,Manchuria,Liaoning
727,Aigun,Land,Asia,Far East,Manchuria,Central Heilongjiang
728,Tuwan,Land,Asia,Far East,Manchuria,Central Heilongjiang
729,Bohori,Land,Asia,Far East,Manchuria,South Ilin Hala
730,Girin,Land,Asia,Far East,Manchuria,South Jilin
731,Ilan Hala,Land,Asia,Far East,Manchuria,South Ilin Hala
732,Hamheung,Land,Asia,Far East,Korea,Hamgyeong
733,Hwangju,Land,Asia,Far East,Korea,Western Korea
734,Wonju,Land,Asia,Far East,Korea,Eastern Korea
735,Hanseong,Land,Asia,Far East,Korea,Western Korea
736,Sangju,Land,Asia,Far East,Korea,Eastern Korea
737,Jeonju,Land,Asia,Far East,Korea,Southern Korea
738,Sakam,Land,Asia,China,South China,Taiwan
739,Kashgar,Land,Asia,Tartary,Central Asia,Kashgaria
740,Chanderi,Land,Asia,India,Hindustan,Gird
741,Cumana,Land,South America,Amazonia,Colombia,Venezuela
742,Angostura,Land,South America,Amazonia,Colombia,Upper Guyana
743,Essequibo,Land,South America,Amazonia,Colombia,Guyana
744,Demerara,Land,South America,Amazonia,Colombia,Guyana
745,Paramaribo,Land,South America,Amazonia,Colombia,Suriname
746,Cayenne,Land,South America,Amazonia,Colombia,Suriname
747,Amapa,Land,South America,Amazonia,Brazil,Amapá
748,Belem,Land,South America,Amazonia,Brazil,Grao Para
749,Maranhao,Land,South America,Amazonia,Brazil,Maranhao
750,Crato,Land,South America,Amazonia,Brazil,Ceará
751,Ceara,Land,South America,Amazonia,Brazil,Ceará
752,Oeiras,Land,South America,Amazonia,Brazil,Piauí
753,Rio Grande,Land,South America,Amazonia,Brazil,Ceará
754,Paraiba,Land,South America,Amazonia,Brazil,Pernambuco
755,Pernambuco,Land,South America,Amazonia,Brazil,Pernambuco
756,Bahia,Land,South America,Amazonia,Brazil,Bahia
757,Ilheus,Land,South America,Amazonia,Brazil,Bahia
758,Goias,Land,South America,Amazonia,Brazil,Goias
759,Diamantina,Land,South America,Amazonia,Brazil,Diamantina
760,Porto Seguro,Land,South America,Amazonia,Brazil,Bahia
761,Espirito Santo,Land,South America,Amazonia,Brazil,Rio de Janeiro
762,Sao Tome,Land,South America,Amazonia,Brazil,Rio de Janeiro
763,Rio de Janeiro,Land,South America,Amazonia,Brazil,Rio de Janeiro
764,Santo Amaro,Land,South America,Amazonia,Brazil,Rio de Janeiro
765,Minas Gerais,Land,South America,Amazonia,Brazil,Minas Gerais
766,Sao Vicente,Land,South America,Amazonia,Brazil,Sao Paulo
767,Ortelsburg,Land,Europe,Eastern Europe,Baltic,East Prussia
768,Guayra,Land,South America,Amazonia,Brazil,Guayra
769,Curitiba,Land,South America,Amazonia,Brazil,Sao Paulo
770,Braslaw,Land,Europe,Eastern Europe,Baltic,Aukstaitija
771,Vitebsk,Land,Europe,Eastern Europe,Ruthenia,White Ruthenia
772,Uruguay,Land,South America,Andes,La Plata,Banda Oriental
773,Banda Oriental,Land,South America,Andes,La Plata,Banda Oriental
774,Al-Junaynah,Land,Africa,Northern Africa,Sahel,Central Sahara
775,Asuncion,Land,South America,Andes,Upper Peru,Paraguay
776,Concepcion,Land,South America,Andes,Upper Peru,Paraguay
777,Corrientes,Land,South America,Andes,La Plata,Mesopotamia
778,Rio de la Plata,Land,South America,Andes,La Plata,Buenos Aires
779,Tandil,Land,South America,Andes,La Plata,Southern Pampas
780,Candelaria,Land,South America,Andes,La Plata,Bahiá Blanca
781,Puerto Deseado,Land,South America,Andes,La Plata,Patagonia
782,Tierra del Fuego,Land,South America,Andes,La Plata,Patagonia
783,Kawesqar,Land,South America,Andes,La Plata,Southern Chile
784,Huillimapu,Land,South America,Andes,La Plata,Central Chile
785,Pehuenmapu,Land,South America,Andes,La Plata,Neheunken
786,Carmen,Land,South America,Andes,La Plata,Bahiá Blanca
787,Picunmapu,Land,South America,Andes,La Plata,Central Chile
788,Angoche,Land,Africa,Southern Africa,East Africa,Mozambique
789,Mtetwa,Land,Africa,Southern Africa,South Africa,Natal
790,Chaco Austral,Land,South America,Andes,Upper Peru,Chaco
791,Catamarca,Land,South America,Andes,Upper Peru,Tucuman
792,Copiapo,Land,South America,Andes,Upper Peru,Northern Chile
793,Iquique,Land,South America,Andes,Upper Peru,Northern Chile
794,Jujuy,Land,South America,Andes,Upper Peru,Jujuy
795,Potosi,Land,South America,Andes,Upper Peru,Potosí
796,Arica,Land,South America,Andes,Upper Peru,Northern Chile
797,Oruro,Land,South America,Andes,Upper Peru,Potosí
798,Mbwila,Land,Africa,Southern Africa,Congo,Kongo
799,Chaco Boreal,Land,South America,Andes,Upper Peru,Paraguay
800,Chiquitos,Land,South America,Andes,Upper Peru,Beni
801,Cochabamba,Land,South America,Andes,Upper Peru,Beni
802,Chuquiabo,Land,South America,Andes,Peru,Antisuyu
803,Moxos,Land,South America,Andes,Upper Peru,Moxos
804,Puno,Land,South America,Andes,Peru,Antisuyu
805,Arequipa,Land,South America,Andes,Peru,Peruan Coast
806,Nazca,Land,South America,Andes,Peru,Peruan Coast
807,Abancay,Land,South America,Andes,Peru,Kuntisuyu
808,Cuzco,Land,South America,Andes,Peru,Kuntisuyu
809,Lima,Land,South America,Andes,Peru,Huanuco
810,Huancavelica,Land,South America,Andes,Peru,Huanuco
811,Jauja,Land,South America,Andes,Peru,Huanuco
812,Chanchan,Land,South America,Andes,Peru,Chimor
813,Cajamarca,Land,South America,Andes,Peru,Cajamarca
814,Huanuco,Land,South America,Andes,Peru,Huanuco
815,Iquitos,Land,South America,Andes,Peru,Iquitos
816,Tumbes,Land,South America,Andes,Peru,Quito
817,Canari,Land,South America,Andes,Peru,Quito
818,Canelos,Land,South America,Andes,Peru,Iquitos
819,Guayaquil,Land,South America,Andes,Peru,Quito
820,Quito,Land,South America,Andes,Peru,Quito
821,Quijos,Land,South America,Andes,Peru,Iquitos
822,Caqueta,Land,South America,Amazonia,Colombia,Colombian Amazonas
